Price,Definition,Address,Area,Bedrooms,Bathrooms
"2,000,000EGP",Apartments For sale in The2000Pieces,"حي 2000 قطعة, التوسعات الشمالية 6 اكتوبر",185 M²,3,3
"1,300,000EGP",Apartments For sale in Touristic Area B,"المنطقة السياحية ب, حدائق أكتوبر",135 M²,3,2
"1,950,000EGP",Apartments For sale in Al Mashtal St.,"شارع المشتل, كورنيش المعادي",180 M²,3,2
"1,600,000EGP",Apartments For sale in Touristic Area B,"المنطقة السياحية ب, حدائق أكتوبر",165 M²,3,2
"1,700,000EGP",Apartments For sale in Neighbourhood1,"المجاوره الأولى, المنطقة التاسعة",160 M²,3,2
"1,710,000EGP",Studio38M² For sale in Nyoum Pyramids-6October,6 October,38 M²,1,
"1,000,000EGP",Apartments For sale in Al Hay Al Thamen,"الحي الثامن , العاشر من رمضان",122 M²,3,1
"1,580,000EGP",Apartments For sale in Al Hay Al  Awal,"الحى الأول, العاشر من رمضان",110 M²,3,1
"1,300,000EGP",Apartments For sale in Green Town Compound - Tesla,"كمبوند جرين تاون - تسلا, كمبوند في حدائق أكتوبر",100 M²,3,1
"1,950,000EGP",Apartment For Sale In La Bella Resort Hurghada,La Bella Resort Hurghada,64 M²,1,1
"1,784,115EGP",Studio47M² For sale in Reveal-Sixth District - Obour,Sixth District - Obour,47 M²,,
"1,717,633EGP",Studio47M² For sale in Reveal-Sixth District - Obour,Sixth District - Obour,47 M²,,
"2,000,000EGP",Apartments For sale in Acacia Compound - Al Rashed,"كمبوند اكاسيا - الراشد, كمبوند في حدائق أكتوبر",100 M²,2,1
"2,000,000EGP",Apartment100m - Miami - behind Iskandar Ibrahim,"شارع اسكندر إبراهيم, ميامي",100 M²,2,1
"1,550,000EGP",Apartments For sale in Quweisna City,"مدينة قويسنا, قويسنا",145 M²,3,2
"1,400,000EGP",Apartments For sale in Al Hay Al Thaleth Ashar,"الحي الثالث عشر , العاشر من رمضان",130 M²,3,1
"1,900,000EGP","In a very prime location, an apartment for sale,125sqm, in Mountain View compound","اتش كيو 500 كومبلكس - مول هارت وورك, مول هارت وورك - كمبوند ماونتن فيو أي سيتي",125 M²,3,2
"1,587,600EGP",Apartments in Bloomfields Compound - Tatweer Misr160M² Without Finish For sale,"كمبوند بلوم فيلدز - تطوير مصر, كمبوند بمدينة المستقبل",253 M²,4,3
"1,375,000EGP","Studio with an area of60meters, second floor in Mini Egypt Village, Ain Sokhna, with a20% down payment and a20% discount","لا سيرينا ميني ايجيبت, منتجعات العين السخنه",60 M²,1,1
"1,824,000EGP","Apartment for sale with an area of114m +14m in Zahraa El Maadi Garden, Degla Residence97project, next to Wadi Degla Club","شارع زهراء المعادي, زهراء المعادي",114 M²,3,2
"1,800,000EGP",شقه غرفه وصاله منتجع جولف هايتس خمس دقائق من المطار,"Golf Heights Resort, Sharm El Sheikh Resorts",65 M²,1,1
"1,627,900EGP",Apartments For sale in Fourteenth Zone Buildings,"منطقة العمارات 14, المنطقه الرابعه عشر عمارات",141 M²,3,3
"1,939,000EGP","Apartment140meters, first floor, front of Beit Al Watan, Second District, J46","الحي الثاني, بيت الوطن",140 M²,3,2
"1,245,000EGP",Studio35M² For sale in Retan Resort-North Coast,North Coast,35 M²,1,1
"1,996,188EGP",Apartments93M² For sale in Maadi V-Zahraa Maadi,Zahraa Maadi,93 M²,,
"1,872,100EGP",Apartments97M² For sale in Capital East-Nasr City,Nasr City,97 M²,,
"1,698,860EGP",Apartments For sale in9Side Compound - El Mansour,"كمبوند 9 سايد - المنصور, كمبوند بالمقطم",98 M²,2,1
"1,900,000EGP",Apartments95M² For sale in Capital East-Nasr City,Nasr City,95 M²,,
"1,757,500EGP",Apartments95M² For sale in Capital East-Nasr City,Nasr City,95 M²,,
"1,665,000EGP",Studio40M² For sale in La Sirena Mini Egypt Ain Sokhna-Ain Sokhna,Ain Sokhna,40 M²,1,
"1,400,000EGP","Apartment80meters, receipt for a year and a half, with a down payment starting from140,000, in Hadayek October, inside Haram Life Compound","هرم لايف - اوراسكوم للاسكان التعاونى, كمبوند في ٦ اكتوبر",80 M²,2,1
"1,170,070EGP",Apartments75M² For sale in Diamond Bay-Ras Sedr,Ras Sedr,75 M²,2,
"1,731,510EGP",Apartments100M² For sale in Diamond Bay-Ras Sedr,Ras Sedr,100 M²,3,
"1,264,500EGP",Apartments75M² For sale in Diamond Bay-Ras Sedr,Ras Sedr,75 M²,2,
"1,800,000EGP",شقه167م /الدور8ثامن مقابل ش الغشام قبل موقف المنصورة الجديد,الشرقية-الزقازيق,167 M²,3,1
"1,891,000EGP",شقة بحديقة60متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,60 M²,,
"1,795,000EGP",شقة بحديقة72متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,72 M²,,
"1,767,000EGP",شقق65متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,65 M²,,
"1,719,000EGP",شقق64متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,64 M²,,
"1,729,000EGP",شقق65متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,65 M²,,
"1,716,000EGP",شقق58متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,58 M²,,
"1,630,000EGP",شقة بحديقة65متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,65 M²,,
"1,609,300EGP",Apartments100M² For sale in Diamond Bay-Ras Sedr,Ras Sedr,100 M²,3,
"1,954,000EGP",شقق58متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,58 M²,,
"1,917,000EGP",شقق70متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,70 M²,,
"1,912,000EGP",شقق67متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,67 M²,,
"1,800,000EGP",شقق60متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,60 M²,,
"1,878,000EGP",شقق70متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,70 M²,,
"1,770,000EGP",شقق60متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,60 M²,,
"1,677,000EGP",شقة بحديقة67متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,67 M²,,
"1,644,000EGP",شقة بحديقة64متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,64 M²,,
"1,654,000EGP",شقة بحديقة66متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,66 M²,,
"1,573,000EGP",شقة بحديقة61متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,61 M²,,
"1,441,000EGP",شقق61متر² للبيع فى Porto Sharm  - بورتو شرم-شرم الشيخ,Nabq - Sharm El Sheikh,61 M²,,
"1,610,000EGP",Apartments42M² For sale in Porto El Minya-New Minya City,New Minya City,42 M²,,
"1,748,000EGP",Apartments92M² For sale in Capital East-Nasr City,Nasr City,92 M²,,
"1,554,000EGP",Apartments84M² For sale in Capital East-Nasr City,Nasr City,84 M²,,
"1,850,000EGP",Apartments100M² For sale in Capital East-Nasr City,Nasr City,100 M²,,
"1,600,000EGP","Studio overlooking the swimming pools, landscape and gardens",Porto said,42 M²,1,1
"1,649,000EGP",Apartments97M² For sale in Capital East-Nasr City,Nasr City,97 M²,,
"1,848,784EGP",Apartments79M² For sale in Elan - Sarai Compound,Sarai Compound at New Cairo,79 M²,2,1
"1,900,000EGP",For sale - Studio70M² Without Finish,Sarai Compound at New Cairo,70 M²,1,1
"1,250,000EGP",Apartments For sale in El Nakheel Resort - Amenhotep and October Co-operative Housing,"منتجع النخيل - جمعية أمنحتب وأكتوبر للإسكان التعاو, طريق مصر - إسماعيلية الصحراوي",155 M²,3,2
"1,698,860EGP",امتلك شقه98متر شارع9المقطم كمبوند9سايد وقسط حتى60شهر من المالك مباشرة,المقطم,98 M²,2,1
"1,689,760EGP",Apartments For sale in9Side Compound - El Mansour,"كمبوند 9 سايد - المنصور, كمبوند بالمقطم",94 M²,2,1
"1,250,000EGP",Apartments For sale in Kasr Al Quiri St,"شارع قصر القويري, الهانوفيل",140 M²,3,1
"1,848,784EGP",Apartments in Elan - Sarai Compound79M² Without Finish For sale,Sarai Compound at New Cairo,79 M²,2,1
"2,000,000EGP",Apartments For sale in Mostakbal Housing,"إسكان المستقبل, مدينة الشروق",120 M²,3,1
"1,900,000EGP",Apartment for sale - New Heliopolis,"New Heliopolis, New Heliopolis",132 M²,3,1
"1,600,000EGP","Own your own unit in #Porto_Sokhna with a panoramic view of the sea, golf course",Porto Sokhna - Amer Group، Ain Sokhna Resorts.,40 M²,1,1
"2,000,000EGP",Penthouse for sale in Mousa coast,Mousa coast resorts,210 M²,2,1
"1,200,000EGP",Duplex For sale in Stella Di Mare2- Remco,"ستيلا دي ماري 2 - رمكو, منتجعات العين السخنه",107 M²,3,2
"1,653,000EGP",Apartments For sale in Porto Cruise Resort - Amer Group,"منتجع بورتو كروز - عامر جروب, العلمين الجديدة",59 M²,2,1
"1,050,000EGP",Apartment with Garden For sale in New October,"أكتوبر الجديدة, 6 أكتوبر",80 M²,2,1
"1,700,000EGP",Apartments For sale in Desert Back Giza Governorate,"الظهير الصحراوي لمحافظة الجيزة, 6 أكتوبر",135 M²,2,2
"2,000,000EGP",شقة للبيع الزقازيق الحناوي ١٦٠ م الدور الخامس  شارع ١٠ م بحري سوبر لوكس,مدينة الشرقية، الشرقية.,160 M²,4,1
"1,200,000EGP",Studio For sale in New Capital Compounds,"كمبوند بالعاصمة الادارية الجديدة, العاصمة الإدارية الجديدة",80 M²,1,1
"1,700,000EGP",Apartments108M² For sale in B West-October Gardens,October Gardens,108 M²,,
"1,850,000EGP",", sharm in Maraqia nabq","بورتو شرم - عامر جروب, منتجعات شرم الشيخ",86 M²,2,1
"1,250,000EGP",Studio For sale in Sidi Abd El Rahman,"سيدى عبد الرحمن, الساحل الشمالي",27 M²,1,1
"1,950,000EGP",Apartments For sale in Joseph Tito St.,"شارع جوزيف تيتو, النزهة الجديدة",86 M²,2,1
"2,000,000EGP",Apartment with Garden For sale in Dar Misr,"دار مصر, كمبوند بمدينة الشروق",100 M²,2,1
"1,700,000EGP","155meter apartment for sale in the Golden Square, next to Isola, Sun Capital, and Zamalek Club",حدائق اكتوبر,155 M²,3,2
"2,000,000EGP",Residential administrative apartment for sale in a very special location,"شارع الثقافة, الحي التاسع",130 M²,2,2
"1,100,000EGP",Apartments For sale in Sixteenth Neighborhood,"الحي السادس عشر, الشيخ زايد",63 M²,2,1
"1,543,000EGP",Apartments For sale in Marsa Matrouh City,"مدينة مرسى مطروح, مرسى مطروح",85 M²,2,1
"1,100,000EGP",Apartments For sale in Marsa Matrouh City,"مدينة مرسى مطروح, مرسى مطروح",68 M²,2,1
"1,700,000EGP",Apartments For sale in Touristic Area B,"المنطقة السياحية ب, حدائق أكتوبر",135 M²,3,2
"1,500,000EGP",Apartments For sale in Al Hay Al Sades wa Eshroon,"الحي السادس والعشرون , العاشر من رمضان",170 M²,3,2
"1,850,000EGP",Apartments For sale in Second Neighborhood,"الحي الثاني, العبور",165 M²,3,1
"1,800,000EGP",Apartments For sale in Touristic Area A,"المنطقة السياحية أ, حدائق أكتوبر",160 M²,3,1
"1,500,000EGP",Apartment with Garden For sale in New Capital Commercial Projects,"مشاريع تجارية بالعاصمة الإدارية الجديدة, العاصمة الإدارية الجديدة",171 M²,3,2
"1,650,000EGP",,"مناطق فرعية بزهراء مدينة نصر, زهراء مدينة نصر",96 M²,3,1
"1,700,000EGP",Apartments For sale in Touristic Area B,"المنطقة السياحية ب, حدائق أكتوبر",135 M²,3,2
"1,149,000EGP",39m  studio la vista Magawish30% DP,"منتجع مجاويش, منتجعات الغردقة",39 M²,1,1
"1,080,000EGP",Your apartment in installments over6years in the latest stages of Madinaty,"منطقة العمارات 14, المنطقه الرابعه عشر عمارات",115 M²,3,2
"1,900,000EGP",Apartments For sale in Ibrahim El Sayed St.,"شارع ابراهيم السيد, سيدي بشر بحري",140 M²,3,1
"1,850,000EGP",Apartments For sale in Creek Park Compound - Grand Group,"كمبوند كريك بارك - جراند جروب, كمبوند في ٦ اكتوبر",130 M²,2,2
"1,800,000EGP",Apartments For sale in The2000Pieces,"حي 2000 قطعة, التوسعات الشمالية",150 M²,3,2
"2,000,000EGP",Apartments For sale in South Wahat,"جنوب الواحات, 6 أكتوبر",175 M²,3,3
"1,250,000EGP",Apartments For sale in Al Arab,"شارع مصطفي حافظ, النعام",135 M²,3,2
"2,000,000EGP","Apartments For sale in Hassan Apartment for sale, Nasr City, Hassan Mamoun Street El Maamoun St.","شارع حسن المأمون, مدينة نصر",125 M²,2,1
"1,350,000EGP",Studio For sale in Golf Heights Resort - Sharm El Sheikh,"منتجع جولف هايتس - شرم الشيخ, منتجعات شرم الشيخ",45 M²,1,1
"1,600,000EGP","Apartments For sale in Apartment for sale, Nasr City,7th District El Rasafa St.","شارع الرصافة, الحي السابع",105 M²,3,1
"1,700,000EGP",Apartments For sale in Touristic Area B,"المنطقة السياحية ب, حدائق أكتوبر",150 M²,3,2
"1,300,000EGP",Apartments For sale in Abrag El Alamia / El Fustat,"أبراج العالمية / الفسطاط, كمبوند بالمعادي",90 M²,2,1
"1,600,000EGP","Apartments For sale in AbouNasr City,7th District  Zr El Ghafri St.","شارع أبو ذر الغفارى, الحي السابع",105 M²,3,1
"1,450,000EGP",Apartments For sale in Green Town Compound - Qebaa,"كمبوند جرين تاون - قباء, كمبوند في حدائق أكتوبر",100 M²,3,1
"1,939,000EGP",Apartments For sale in Degla Landmark - Memaar Al Morshedy93m2bedrooms,"دجلة لاندمارك - معمار المرشدي, كمبوند بمدينة نصر",93 M²,2,1
